Type,Release Year,Purchase Amtount
Original,2017,31.84
New,2017,29.33
Original,2020,24.75
New,2017,53.83
New,2018,19.63
Original,2017,19.65
New,2018,7.98
Original,2017,4
Original,2017,25.31
Original,2017,15.12
Original,2018,19.49
New,2018,6.71
Original,2017,4
New,2017,37.42
Original,2018,43.99
New,2017,15.93
Original,2018,28.66
Original,2017,23.98
New,2018,30.95
New,2018,8.13
Original,2018,116.85
Original,2018,38.98
New,2018,54.94
Original,2018,0
New,2017,30.3
Original,2018,0
Original,2018,12.36
Original,2017,4.81
New,2018,0
New,2017,6.77
New,2017,18.6
New,2017,19.83
New,2020,41.54
Original,2018,17.58
New,2017,26.9
Original,2017,16.83
Original,2018,11.35
New,2018,80.01
Original,2017,7.56
Original,2020,17.5
New,2017,5.18
New,2018,0
New,2017,5.96
New,2018,20
New,2018,35.87
Original,2018,9.56
New,2017,16.14
New,2017,49.1
Original,2018,15.92
New,2017,55.1
New,2018,21.91
Original,2017,28.75
New,2017,35.81
New,2017,6.36
New,2017,19.9
Original,2017,20.98
Original,2017,28.64
New,2018,22.78
New,2018,22.57
Original,2018,30.59
Original,2020,0
Original,2017,65.3
Original,2018,23.2
New,2018,11.22
New,2018,46.72
New,2018,26.14
Original,2017,12.43
Original,2017,29.49
Original,2017,81.99
New,2018,10.35
Original,2018,39.58
Original,2017,22.36
New,2017,42.15
New,2017,53.97
Original,2018,27.58
New,2017,7.06
Original,2017,60.89
New,2017,9.31
Original,2017,53.74
New,2020,15.75
Original,2018,43.97
Original,2017,14.29
Original,2018,8.78
Original,2017,15.74
New,2018,17.58
Original,2018,33.29
New,2017,32.33
New,2018,15.83
Original,2017,27.08
Original,2018,0
New,2018,24.15
New,2017,19.59
Original,2017,12.88
Original,2018,25.74
New,2018,53.5
New,2017,16.31
Original,2017,23.99
New,2017,19.45
New,2018,0
Original,2017,7.49
Original,2017,15.67
New,2017,23.25
Original,2019,91.56
Original,2017,16.67
Original,2017,56.67
New,2017,23.64
Original,2018,91.99
New,2020,38.37
New,2017,22.93
New,2017,33.4
New,2018,4.95
New,2017,27.24
Original,2018,20.98
New,2017,53.85
Original,2017,24.23
New,2018,44.86
Original,2017,45.25
Original,2020,32.99
New,2017,19.79
New,2018,37.8
New,2017,36.74
Original,2017,4
New,2018,104.67
New,2018,10.7
Original,2017,63.98
New,2018,5.39
Original,2018,6.39
New,2018,23.53
Original,2017,5.44
Original,2018,38.28
New,2017,15.84
Original,2018,36.93
New,2017,6.53
New,2017,32.47
New,2017,7.98
Original,2017,6.28
New,2018,33.7
New,2018,55.35
New,2017,43.98
New,2017,36.58
Original,2018,19.7
Original,2018,0
New,2018,44.39
Original,2018,32.78
New,2017,12.26
New,2017,4.65
Original,2018,28.86
New,2018,28.59
Original,2018,23.86
New,2018,27.08
New,2017,4.23
Original,2018,69.77
New,2017,10.4
New,2018,138.02
New,2017,31.96
Original,2017,34.79
New,2017,16.21
Original,2018,5.98
Original,2019,0
Original,2017,35.74
New,2017,12.67
New,2018,5.01
New,2020,18.33
New,2017,42.96
Original,2018,19.24
Original,2018,30.79
Original,2020,15
New,2020,12.71
Original,2017,194.54
Original,2017,13.98
Original,2018,11.04
New,2017,44.67
New,2017,46.8
Original,2017,17.68
Original,2018,27.47
New,2017,37.19
Original,2018,13.99
New,2020,27.67
New,2017,0
New,2018,17.01
New,2018,0
New,2017,16.12
New,2017,7.76
New,2017,19.69
Original,2017,6.97
Original,2017,38.03
New,2018,52.74
Original,2017,24
Original,2018,53.95
New,2017,47.68
New,2017,27.5
Original,2017,23.98
Original,2018,59.65
New,2017,0
Original,2017,19.98
New,2017,37.53
New,2018,49.11
New,2017,7.29
Original,2018,8.44
Original,2017,53.99
New,2017,28.26
Original,2017,8.99
New,2018,5.3
New,2017,37.93
Original,2017,29.14
Original,2017,21.48
Original,2017,11.37
Original,2017,13.98
Original,2018,0
Original,2018,18.49
Original,2017,10.4
New,2018,35.56
Original,2018,39.98
New,2018,15.63
Original,2018,7.98
Original,2018,147.57
New,2018,24.15
New,2017,18.64
New,2018,14.37
Original,2017,8.04
New,2018,16.25
Original,2017,20.1
Original,2018,6.04
Original,2017,9.36
New,2018,15.07
New,2018,16.02
New,2017,85.56
New,2018,28.27
Original,2017,41.34
Original,2017,22.69
New,2018,28.38
New,2018,19.54
New,2017,5.62
Original,2019,0
Original,2018,22.15
Original,2017,122.94
Original,2018,23.01
New,2017,55.34
New,2019,85.3
New,2017,28.48
Original,2017,28.57
Original,2018,0
Original,2017,33.99
Original,2018,40.98
Original,2018,15.55
Original,2018,17.6
Original,2017,13.68
New,2018,64.37
Original,2018,72.79
New,2018,45.7
New,2018,29.74
Original,2018,53.1
New,2017,11.86
New,2020,49.51
Original,2017,20.96
New,2019,0
New,2018,34.23
Original,2017,35.37
Original,2017,4
New,2017,5.82
Original,2017,11.45
Original,2018,14.52
New,2018,68.08
New,2018,0
New,2017,17.71
New,2018,29.22
New,2017,44.14
New,2018,21.37
Original,2018,52.93
New,2018,43.28
Original,2017,22.98
Original,2018,55.99
Original,2017,27.97
Original,2018,12.64
Original,2019,42.35
New,2017,16.23
New,2018,20.82
Original,2017,21.98
Original,2017,4
New,2017,0
New,2018,17.67
New,2018,106.45
Original,2017,13.02
Original,2018,17.76
New,2018,45.2
New,2017,39.31
New,2017,4.52
Original,2018,43.41
New,2018,30.17
Original,2018,35.54
Original,2017,9.87
New,2017,30.76
Original,2018,21.91
New,2020,0
New,2020,37.63
Original,2017,37.02
Original,2017,27.53
Original,2017,38.99
New,2017,29.47
New,2017,47.06
New,2017,6.95
Original,2017,49.48
Original,2018,22.13
Original,2017,17.99
Original,2017,32.98
Original,2017,9.23
New,2017,40.84
New,2017,22.44
Original,2017,27.81
Original,2017,49.99
New,2017,7.2
New,2017,9.12
Original,2017,4
New,2017,25.6
New,2017,34.47
Original,2018,34.01
Original,2017,39.22
New,2018,15.51
Original,2017,20.53
Original,2017,43.98
New,2018,12.22
Original,2020,10.54
New,2017,18.76
New,2017,49.82
Original,2020,57.91
New,2017,30.32
New,2018,12.53
Original,2018,48.43
Original,2017,78.65
Original,2017,27.96
Original,2017,22.98
New,2018,12.73
New,2018,22.74
Original,2018,25.32
New,2018,29.72
New,2017,0
Original,2018,6.15
Original,2017,127.92
New,2017,56.44
New,2020,21.76
New,2017,29.92
Original,2018,33.65
Original,2018,62.78
New,2017,32.33
New,2019,42.61
New,2017,18.56
Original,2018,40.69
New,2018,27.85
Original,2018,49.53
Original,2017,41.81
New,2017,9.25
New,2017,11.01
Original,2018,17.13
Original,2018,10.61
Original,2020,41.18
Original,2017,9.57
New,2017,24.69
New,2017,19.47
New,2018,20.51
New,2018,34.25
Original,2017,4
Original,2017,33.98
New,2017,24.2
Original,2017,163.49
New,2017,4.99
New,2017,0
New,2017,30.98
New,2018,46.16
Original,2017,31.95
New,2019,47.66
New,2018,49.01
Original,2018,4.97
Original,2017,44.93
New,2018,52.9
New,2019,39.63
New,2020,0
New,2018,26.99
New,2018,24.15
New,2017,28.71
New,2017,24.09
Original,2018,7.05
New,2017,14.3
New,2017,49.68
Original,2018,16.8
New,2019,29.18
Original,2018,43.62
Original,2018,32.79
New,2017,62.41
Original,2018,56
New,2017,0
Original,2018,13.93
Original,2017,22.3
Original,2017,7.17
Original,2017,16.36
Original,2018,14.68
New,2018,44.23
Original,2018,20.16
Original,2017,15.25
New,2017,22.77
Original,2018,18.89
New,2018,53.96
New,2017,8.52
New,2017,57.45
New,2018,149.72
New,2017,14.59
New,2018,44.04
New,2018,18.54
New,2018,9.9
New,2017,29.01
New,2018,0
Original,2020,0
Original,2018,49.23
New,2020,18.14
New,2017,20.7
Original,2018,66.99
Original,2018,25.44
New,2018,50.11
Original,2017,15.34
New,2018,17.64
Original,2018,24.05
New,2018,31.41
Original,2017,7.98
New,2017,51.23
New,2018,5.62
New,2017,12.16
New,2018,5.54
Original,2017,13.35
New,2018,0
New,2017,46.13
New,2018,52.61
New,2017,54.82
New,2017,56
New,2018,13.16
New,2018,42.67
Original,2017,16.04
New,2018,49.33
New,2018,6.52
Original,2019,55.97
New,2018,12.02
Original,2018,19.12
New,2017,31.97
New,2017,15.5
Original,2017,9.98
Original,2017,23.92
Original,2018,21.69
New,2017,22.97
Original,2017,8.24
New,2017,11.95
Original,2017,43.99
Original,2017,42.48
Original,2017,15.25
Original,2017,30.62
New,2017,31.57
New,2018,17.91
New,2018,34.15
Original,2018,73.65
New,2017,14.61
New,2017,6.45
Original,2017,12.67
Original,2018,92.99
Original,2018,24.99
New,2017,23.98
New,2020,15.56
New,2017,22.22
Original,2017,24.07
New,2017,0
New,2018,0
Original,2017,78.39
New,2017,11.65
Original,2018,26.4
New,2018,10.6
Original,2017,3.91
New,2017,6.02
New,2017,0
New,2018,20.08
Original,2017,23.34
New,2017,14
New,2018,0
Original,2017,65.4
Original,2017,27.49
New,2018,0
Original,2017,34.89
Original,2017,36.94
Original,2018,8.45
Original,2018,35.67
Original,2018,29.33
New,2017,11.84
New,2017,5.84
New,2017,23.2
Original,2017,44.99
Original,2018,14.77
Original,2017,7.38
New,2018,28.63
Original,2017,34.95
New,2018,34.55
New,2018,22.22
New,2017,20.8
New,2017,4.93
Original,2018,12.32
New,2018,17.68
New,2019,44.9
Original,2017,35.48
Original,2017,46.98
Original,2017,39.56
Original,2018,40.66
Original,2017,31.99
New,2018,23.54
Original,2017,53.79
New,2017,19.37
Original,2018,87.24
Original,2019,51.04
New,2018,39.31
New,2017,30.72
Original,2019,44
Original,2017,39.95
Original,2017,40.86
New,2017,0
Original,2017,5.98
Original,2018,33.58
New,2017,13.72
Original,2017,13.95
Original,2017,48.84
Original,2018,14.23
Original,2018,64.08
New,2017,27.71
New,2017,18.74
New,2017,18.74
New,2018,23.68
New,2018,52.5
New,2017,12.15
New,2018,58.41
New,2017,40.52
Original,2018,40.61
Original,2018,24.15
New,2017,20.04
Original,2017,23.52
Original,2018,13.08
New,2018,6.93
Original,2017,10.98
Original,2017,41.88
Original,2017,63.98
Original,2018,14.09
New,2018,16.15
New,2017,7.21
Original,2017,43.98
New,2017,36.56
Original,2017,53.98
Original,2018,8.82
New,2018,6.21
Original,2018,41.31
New,2018,58.31
New,2017,18.67
New,2017,21.34
New,2018,21.98
New,2018,24.82
Original,2017,0
Original,2017,23.63
New,2019,54.13
Original,2017,26.97
New,2017,12.29
New,2018,44.73
New,2017,18.92
Original,2017,4
New,2018,17.67
Original,2018,48.99
Original,2017,33.98
New,2017,17.7
New,2017,22.56
Original,2017,38.44
Original,2019,13.99
Original,2018,19.91
New,2018,51.76
Original,2017,9.32
Original,2017,7.81
Original,2018,4
New,2017,19.94
Original,2017,32.99
Original,2018,23.73
New,2018,0
Original,2017,0
New,2017,115.29
Original,2018,22.16
New,2018,11.31
New,2017,24.52
Original,2017,25.26
New,2018,4.54
Original,2018,7.99
New,2017,34.06
Original,2017,6.21
New,2017,0
Original,2020,48.99
New,2018,13.27
Original,2020,46.72
Original,2017,49.85
Original,2018,44.5
Original,2018,23.24
New,2020,22.59
Original,2017,15.17
New,2018,18.87
New,2017,9.25
Original,2017,4
New,2018,6.12
Original,2017,55.62
Original,2017,16.74
Original,2018,7.11
Original,2018,6.35
Original,2018,5.18
New,2017,38.13
Original,2018,17.28
New,2018,24.77
New,2017,39.4
New,2019,55.61
Original,2018,12.98
New,2017,49.79
Original,2017,52.38
Original,2017,23.83
New,2018,21.18
Original,2017,10.24
New,2017,40.24
Original,2018,28.94
Original,2017,6.07
Original,2017,0
New,2018,32.32
New,2017,31.03
Original,2017,34.84
Original,2017,51.24
Original,2017,22.25
New,2018,44.5
New,2018,23.03
Original,2017,4
Original,2018,0
New,2018,14.45
Original,2018,8.99
New,2017,35.93
Original,2017,38.88
Original,2018,10.98
Original,2020,45.67
New,2017,46.88
Original,2017,5.2
Original,2017,19.94
New,2017,42.18
Original,2018,203.99
New,2017,35.99
Original,2018,42.67
New,2017,22.99
Original,2017,7.06
New,2017,10.93
New,2018,0
New,2017,4.54
New,2018,14.94
New,2018,27.24
New,2017,20.38
Original,2018,23.5
Original,2017,15.89
Original,2018,30.11
Original,2018,14.56
Original,2018,24.01
New,2017,19.88
New,2017,23.57
New,2017,17.36
Original,2017,19.7
New,2017,42.56
Original,2018,96.69
Original,2017,8.03
New,2017,18.6
New,2018,44.86
New,2017,76.1
New,2017,15.54
Original,2017,6.4
New,2018,18.34
New,2018,10.6
New,2017,23.49
New,2018,62.98
Original,2018,28.04
Original,2018,13.79
New,2017,37.97
New,2018,38.28
Original,2017,21.32
New,2018,22.38
New,2018,43.66
New,2017,9.21
New,2017,29.18
Original,2020,0
Original,2017,38.01
New,2020,4.51
Original,2017,42.99
Original,2018,18.17
Original,2017,8.36
New,2018,18.78
Original,2017,18.54
Original,2017,12.41
New,2018,7.91
Original,2017,24.99
New,2017,23.64
Original,2018,114.32
New,2017,0
New,2017,9.53
New,2017,25.63
New,2017,9.48
Original,2017,14.55
Original,2019,33.78
New,2018,32.64
Original,2018,17.59
Original,2018,33.73
New,2017,39.41
Original,2017,15.94
New,2017,51.38
New,2017,4.76
Original,2017,46.89
New,2017,16.65
Original,2018,15.5
New,2017,27.21
Original,2017,13.99
Original,2019,24.35
New,2017,25.95
Original,2017,23.06
New,2017,19.71
New,2018,9.07
Original,2018,10.23
Original,2017,12.74
Original,2017,25.44
Original,2017,29.95
Original,2018,13.99
Original,2018,6.13
New,2018,32.47
New,2017,24.6
New,2018,24.2
Original,2017,38.45
Original,2018,0
New,2018,8.19
New,2019,0
Original,2017,11.97
New,2018,69.64
Original,2018,13.39
New,2017,47.02
New,2018,28.7
Original,2018,112.98
New,2017,4.35
New,2017,12.7
New,2017,80.52
New,2017,14.89
New,2017,9.44
New,2018,21.74
Original,2018,9.66
New,2018,0
Original,2017,10
Original,2018,28.66
New,2018,4.07
New,2018,42.38
New,2017,83.05
New,2018,24.41
New,2018,42.8
New,2018,39.82
Original,2017,11.18
Original,2018,7.97
Original,2017,16.45
New,2019,42.88
New,2018,40.46
Original,2018,22.18
Original,2017,10.92
Original,2018,0
Original,2018,5.04
New,2017,78.51
Original,2017,15.48
Original,2018,34.28
Original,2020,0
New,2018,49.42
Original,2017,13.75
New,2017,34.43
Original,2017,21.83
Original,2020,0
Original,2018,179.12
New,2018,0
Original,2018,24.96
New,2017,54.03
New,2018,30.48
Original,2020,54.88
Original,2017,16.35
Original,2017,10.41
Original,2017,31.76
Original,2017,31.75
Original,2017,119.94
Original,2017,20.3
Original,2018,31.71
New,2018,25.75
New,2017,14.21
Original,2017,18.49
Original,2017,43.16
New,2017,25.56
Original,2018,22.46
New,2018,16.11
Original,2017,24
New,2017,15.22
Original,2018,36.19
New,2018,46.83
New,2018,7.56
New,2017,13.08
New,2018,35.82
Original,2018,28.99
Original,2017,18.96
New,2017,28.34
Original,2017,23.15
Original,2018,5.22
Original,2017,24.69
Original,2018,27.86
New,2018,61.28
New,2017,10.14
New,2017,34.86
New,2017,28.3
Original,2017,8.97
New,2017,34.03
Original,2018,27.34
Original,2017,17.74
New,2018,42.46
New,2018,17.52
Original,2017,0
Original,2018,7.48
New,2017,19.02
New,2018,4.63
New,2017,41.64
New,2018,9.68
New,2017,67.66
Original,2017,0
New,2017,8.59
Original,2018,49.29
New,2017,28.23
New,2018,29.27
Original,2017,27.87
New,2018,18.18
New,2018,23.19
Original,2017,51.98
New,2018,9.24
Original,2017,35.71
Original,2018,109.72
New,2018,27.75
Original,2018,30.97
New,2018,9.85
New,2017,5.37
New,2017,10.34
Original,2017,32.37
New,2017,38.67
Original,2018,47.24
Original,2017,41.94
Original,2017,0
Original,2017,16.2
New,2017,76.63
Original,2017,8.3
New,2017,4.2
Original,2017,25.59
Original,2018,15.85
Original,2017,16.14
Original,2018,15.93
Original,2017,33.2
New,2017,16.56
Original,2017,23.93
Original,2017,22.34
Original,2018,21.98
New,2018,31.75
New,2017,5.22
Original,2017,11.53
New,2018,24.88
New,2017,4.45
Original,2017,7.28
New,2018,24.38
New,2017,31.37
Original,2018,44.39
Original,2019,33.98
Original,2018,44.08
Original,2017,27.93
Original,2018,8.02
New,2018,31.06
Original,2018,25.08
Original,2018,38.83
New,2018,29.46
Original,2017,46.04
Original,2018,13.37
New,2017,7.41
New,2017,23.05
Original,2017,61.99
New,2017,44.26
Original,2017,15.98
Original,2017,22.71
New,2017,22.27
New,2017,6.93
Original,2018,33.97
Original,2020,18.09
Original,2017,5.48
New,2017,12.13
Original,2017,28.27
New,2018,15.07
New,2018,58.9
New,2017,36.43
New,2017,64.27
Original,2018,37.28
New,2017,24.35
New,2018,34.59
New,2017,24.26
New,2017,125.11
Original,2017,53.99
Original,2018,26.42
New,2018,55.32
Original,2018,41.51
New,2017,36.8
New,2017,11.17
Original,2017,15.99
Original,2018,17.1
Original,2018,43.37
New,2018,19.67
Original,2018,28.77
Original,2018,10.22
Original,2019,47.94
New,2019,31.18
Original,2017,6.78
Original,2018,19.37
Original,2017,31.99
Original,2017,30.99
New,2018,26.64
New,2018,30.89
Original,2017,30.68
New,2018,26.76
Original,2017,18.48
New,2018,36.08
Original,2017,14.05
New,2018,29.82
Original,2018,19.31
Original,2018,22.94
Original,2018,40.2
Original,2017,0
Original,2017,53.98
New,2017,9.3
Original,2017,9.03
Original,2017,6.98
New,2018,45.11
New,2020,34.78
Original,2018,26.34
Original,2018,14.42
New,2018,21.43
Original,2017,41
Original,2018,253.05
New,2020,41.11
Original,2017,4.69
New,2018,26.72
New,2018,47.61
Original,2018,4.63
New,2020,13.05
Original,2017,13.04
New,2017,4.66
Original,2017,56.21
Original,2018,27.36
Original,2017,32.19
Original,2019,21.91
Original,2017,116.98
New,2018,35.57
New,2018,28.57
Original,2018,14.83
Original,2017,35.98
Original,2017,4
New,2018,8.51
Original,2017,52.63
Original,2017,11.68
New,2017,4.1
New,2018,39.28
New,2017,30.32
Original,2018,5.98
New,2017,0
New,2018,18.34
Original,2018,42.09
Original,2018,17.74
Original,2018,7.9
New,2017,6.43
Original,2017,13.49
New,2017,45.64
Original,2017,35.49
New,2018,19.4
Original,2018,16.38
New,2017,20.03
New,2018,12.77
Original,2018,7.32
Original,2019,0
Original,2017,23.99
New,2018,4.85
New,2018,19.7
New,2017,139.1
Original,2017,22.26
New,2018,44.81
New,2018,23.26
New,2017,24.04
Original,2017,38.31
New,2017,19.75
New,2017,4.53
New,2018,74.97
Original,2018,0
New,2017,20.04
Original,2017,32.4
New,2019,35.29
Original,2017,3.99
New,2018,7.56
New,2017,7.33
Original,2018,25.99
New,2017,50.42
Original,2018,15.47
New,2017,16.84
New,2018,30.02
Original,2020,18.85
Original,2017,0
New,2018,7.22
Original,2018,12.03
New,2018,24.32
New,2017,53.1
Original,2018,17.24
Original,2018,0
New,2020,17.8
New,2017,49.49
Original,2018,38.98
Original,2017,4
New,2018,4.43
Original,2017,4
Original,2017,41.65
Original,2019,35.99
Original,2017,21.48
Original,2017,42.08
Original,2018,9.24
Original,2018,89.98
Original,2020,0
Original,2018,25.71
Original,2017,31.23
New,2017,27.4
New,2019,39.96
Original,2018,47.98
New,2018,44.24
New,2018,94.91
New,2018,24.53
Original,2017,33.97
Original,2018,34.53
New,2019,0
Original,2017,43.11
Original,2018,25.2
Original,2020,37.6
Original,2017,4
Original,2017,57.75
Original,2017,28.35
New,2017,36.7
Original,2017,20.99
Original,2018,4
New,2018,8.11
New,2018,7.3
New,2018,31.01
Original,2018,13.37
New,2017,16.91
New,2018,54.29
Original,2017,14.39
New,2017,30.68
Original,2018,53.99
New,2020,16.18
New,2017,36.16
Original,2017,8.06
New,2017,30.83
Original,2017,23.72
Original,2020,30.08
Original,2018,43.58
New,2017,32.35
New,2017,74.81
Original,2017,12.32
New,2017,26.55
Original,2018,83.99
New,2018,28.27
Original,2018,15.54
New,2018,50.33
New,2017,17.08
New,2018,31.3
New,2018,7.78
New,2018,23.89
Original,2017,25.39
New,2017,24.94
Original,2019,28.55
Original,2020,34
New,2017,11.37
New,2018,19.56
Original,2018,11.49
New,2018,6.12
Original,2018,14.51
New,2018,15.27
Original,2018,12.42
Original,2017,4.99
Original,2018,12.4
New,2018,0
Original,2017,15.49
New,2018,14.08
New,2018,34.99
Original,2018,26.32
Original,2017,8.14
New,2017,7.65
New,2017,26.82
New,2018,21.68
New,2017,10.33
New,2018,32.74
Original,2017,63.89
New,2017,50
New,2018,59.02
Original,2017,8.14
New,2017,23.07
Original,2017,0
New,2017,24.74
Original,2017,17.42
New,2017,8.24
New,2017,29.64
New,2018,22.64
Original,2017,14
Original,2017,32.14
Original,2018,10.94
Original,2017,15.46
New,2018,28.89
Original,2018,43.79
Original,2017,0
Original,2018,29.99
New,2017,4.98
Original,2017,28.78
Original,2017,28.25
New,2018,32.1
New,2017,20.18
Original,2017,161.37
New,2017,9.39
Original,2017,31.88
Original,2018,29.46
Original,2019,23.93
Original,2018,11.63
Original,2017,44.72
Original,2017,17.19
New,2017,17.16
New,2018,5.73
Original,2019,36.21
New,2017,5.92
New,2018,27.73
Original,2017,14.41
New,2018,33.52
New,2018,18.92
Original,2017,41.99
Original,2017,14.73
Original,2017,33.79
Original,2017,49.1
New,2017,4.12
Original,2017,37.19
New,2019,19.64
New,2018,5.72
New,2018,6.52
Original,2017,13.98
Original,2017,21.18
New,2017,5.78
New,2018,21.66
Original,2017,21.62
New,2018,0
Original,2017,4
New,2017,29.27
Original,2020,24.83
New,2018,52.48
Original,2020,19.12
New,2017,9.05
New,2018,12.82
Original,2017,10.61
Original,2018,28.59
New,2017,28.77
New,2018,48.53
New,2018,18.29
New,2017,42.62
New,2017,52.22
New,2018,4.94
New,2017,36.68
Original,2017,20.53
New,2017,18.03
New,2017,9.72
Original,2020,28.88
New,2017,13.01
Original,2018,31.34
Original,2017,4.99
Original,2018,17.76
New,2018,47.06
New,2017,24.87
Original,2018,9.12
Original,2018,21.56
New,2017,59.92
New,2018,15.07
Original,2017,6.99
Original,2017,9.63
New,2017,0
Original,2017,16.49
Original,2017,13.11
New,2018,12.21
New,2018,54.14
Original,2018,16.1
New,2017,12.3
Original,2017,15.23
Original,2018,18.49
New,2017,6.08
Original,2018,4
Original,2018,0
New,2018,34
Original,2017,13.92
New,2017,17.17
Original,2017,18.12
New,2018,17.65
New,2018,34.57
Original,2018,7.45
Original,2018,17.9
New,2018,37.92
New,2020,33.73
Original,2018,28.36
New,2017,13.77
Original,2018,15.74
Original,2018,97.13
Original,2017,5.88
New,2017,49.64
New,2018,18.9
New,2017,7.06
New,2017,4.58
New,2018,30.53
New,2017,8.75
New,2017,30.43
Original,2018,76.38
Original,2017,27.35
Original,2018,20.56
New,2017,25.56
Original,2017,40.23
New,2018,15.34
Original,2018,15.46
New,2018,4.01
New,2017,76.79
Original,2018,31.83
New,2017,14.37
Original,2018,21.97
Original,2017,11.98
New,2019,51.31
Original,2018,50.04
Original,2018,8.23
New,2018,35.59
New,2017,40.21
Original,2017,5.98
Original,2017,14.49
Original,2017,22.55
New,2017,15.18
Original,2020,23.04
New,2018,166.06
New,2018,87.09
Original,2017,29.8
New,2017,22.94
Original,2018,34.48
Original,2018,22.37
New,2018,28.49
New,2017,9.84
Original,2017,6.27
Original,2019,33.72
New,2017,11.09
New,2017,0
Original,2017,104.54
Original,2017,43.94
New,2017,4.31
New,2018,129.19
New,2018,22.23
Original,2018,4
Original,2017,21.07
New,2018,21.77
Original,2018,10.68
New,2017,28.48
New,2018,36.15
Original,2017,10.06
Original,2017,25.54
New,2017,74.4
New,2018,19.32
New,2018,16.52
Original,2017,11.28
New,2017,9.71
Original,2017,13.44
New,2018,26.11
New,2017,12.83
New,2017,5.88
Original,2017,8.98
Original,2017,5.38
Original,2017,47.73
Original,2017,20.1
New,2018,24.83
Original,2017,20.49
New,2018,11.87
Original,2017,36.65
Original,2017,31.41
Original,2017,12.08
New,2017,22
New,2017,13.89
New,2017,23.92
New,2017,52.27
Original,2017,28.95
Original,2017,17.29
Original,2017,20.98
Original,2018,39.42
Original,2017,4
Original,2017,17.94
New,2020,55.24
Original,2018,11.49
New,2020,0
New,2017,67.32
Original,2018,5.81
New,2017,14.25
New,2017,20.81
New,2017,16.99
Original,2017,19.81
New,2018,20.7
New,2018,6.1
New,2017,44.32
New,2017,4.83
New,2018,30.42
Original,2018,68.94
Original,2017,4
New,2017,8.44
New,2018,13.25
Original,2017,6.18
New,2019,0
New,2018,12.43
New,2018,14.1
Original,2018,0
New,2018,16.15
Original,2020,49.98
New,2018,51.52
Original,2018,8.67
New,2017,6.08
Original,2018,16.73
New,2018,31.42
New,2019,0
New,2018,33.72
New,2018,95.46
New,2017,28.73
New,2018,4.11
Original,2017,4.57
New,2018,11.6
Original,2017,39.97
Original,2017,12.54
Original,2017,23.99
Original,2018,17.96
New,2017,4.25
New,2017,15.18
Original,2018,4
Original,2017,4
New,2017,35.6
Original,2017,36.88
New,2017,12.59
Original,2017,28.98
New,2018,38.46
Original,2017,11.87
Original,2018,39.24
New,2017,49.85
Original,2018,12.78
New,2017,72.94
Original,2018,4
New,2018,0
Original,2018,26.12
Original,2018,8.59
New,2018,4.09
Original,2017,20.87
Original,2018,10.19
New,2017,22.97
New,2017,82.11
Original,2017,29.94
New,2017,183.66
Original,2018,99.48
Original,2017,30.39
Original,2018,22.45
Original,2017,24.24
Original,2017,37.49
New,2018,15.2
New,2017,16.63
Original,2017,30.09
New,2018,21.76
Original,2018,7.93
New,2018,8.11
New,2017,21.41
Original,2017,10.45
New,2018,14.03
Original,2018,44.79
New,2018,37.27
New,2017,12.94
Original,2020,47.6
Original,2017,16.33
New,2017,59
New,2018,16.12
Original,2018,36.25
Original,2017,21.88
New,2018,55.22
Original,2017,10.48
New,2019,33.99
New,2017,32.4
Original,2017,17.62
New,2018,10.7
New,2018,19.67
Original,2017,0
New,2018,29.8
New,2017,25.97
Original,2017,9.9
New,2017,4.47
Original,2018,16.34
Original,2017,33.69
New,2018,24.58
New,2018,59.12
Original,2018,28.94
Original,2018,10.74
New,2018,20.44
Original,2017,8.21
Original,2017,73.5
Original,2017,13.63
New,2018,9.27
New,2018,29.59
New,2018,37.36
New,2017,34.22
New,2018,31.7
Original,2018,81.43
New,2017,49.64
Original,2017,14.74
Original,2018,7.99
Original,2017,18.22
New,2017,46.68
Original,2018,48.27
New,2017,41.05
New,2018,54.73
Original,2017,23.49
New,2017,21.08
Original,2018,43.7
New,2018,4.58
New,2018,33.26
New,2017,41.27
New,2017,15.99
New,2017,21.31
Original,2020,38.99
New,2017,6.83
Original,2017,4
Original,2017,19.03
New,2017,34.18
Original,2018,57.99
New,2017,28.13
Original,2018,13.18
New,2017,23.45
New,2017,100.04
New,2018,13.28
Original,2017,0
Original,2017,52.49
Original,2017,5.81
New,2017,10.88
Original,2018,41.25
New,2017,45.15
Original,2017,5.93
New,2017,11.75
New,2018,42.89
New,2018,47.37
New,2017,10.01
Original,2017,30.99
Original,2018,8.99
New,2018,38.8
Original,2018,0
Original,2018,54.48
Original,2018,22.49
Original,2017,50.93
Original,2018,23.25
Original,2017,10.81
New,2020,33.43
Original,2017,20.94
New,2017,33.66
New,2017,25.55
Original,2018,0
New,2018,0
Original,2018,38.73
Original,2018,4.81
New,2017,30.2
New,2018,83.41
Original,2017,13.99
Original,2018,35.94
Original,2018,33.5
New,2017,22.13
New,2017,0
Original,2017,8.51
Original,2017,13.49
New,2017,18.85
New,2018,45.65
Original,2017,13.59
Original,2017,18.14
Original,2018,8.68
New,2018,48.93
Original,2017,24.67
New,2018,45.49
Original,2017,53.99
Original,2019,26.59
Original,2017,60.65
New,2017,23.37
Original,2017,7.24
New,2017,10.64
Original,2018,23.81
Original,2018,6.98
New,2018,41.79
Original,2018,20.8
Original,2017,13.94
Original,2017,25.6
New,2020,33.56
