ID,Gender,Loyal,Age,Class,Flight distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
27228,Male,Yes,40,Business,2681,2,1,5,1,3,3,4,2,2,2,2,1,2,3,0,0,0
16621,Female,Yes,34,Eco,1008,1,4,1,2,2,1,2,2,4,3,4,5,4,2,3,0,0
121625,Female,Yes,55,Eco,912,3,4,3,1,3,5,5,2,2,3,1,5,2,3,15,4,0
64629,Male,No,24,Eco,247,4,5,4,4,2,4,2,2,5,5,5,5,5,2,0,0,1
6890,Female,Yes,59,Business,3004,1,1,1,1,4,4,5,5,5,5,5,5,5,4,58,61,1
117524,Male,Yes,53,Business,1640,2,4,3,3,2,3,3,2,2,2,2,2,2,2,4,0,0
123501,Female,No,63,Eco,796,2,2,2,3,2,4,3,3,4,3,3,3,3,3,57,62,0
13197,Male,Yes,30,Eco,542,2,4,2,3,2,2,1,2,5,4,4,5,1,2,69,51,0
100598,Male,No,24,Eco,718,1,1,1,3,5,1,5,5,4,5,4,4,5,5,28,22,0
119219,Male,No,52,Eco,257,3,1,3,3,4,3,4,4,2,4,4,2,4,4,0,0,0
60461,Male,No,26,Business,985,2,2,2,2,1,2,2,1,4,3,4,3,4,1,0,18,0
66092,Male,Yes,25,Eco Plus,1055,4,4,1,1,4,4,1,4,3,1,3,4,3,4,0,4,0
128616,Male,No,30,Business,679,4,3,3,2,4,3,4,4,4,3,4,3,5,4,0,0,1
63983,Female,No,26,Business,1158,3,0,3,3,2,3,2,2,4,4,5,4,5,2,0,0,0
35841,Male,No,8,Eco,1023,1,1,1,3,1,1,1,1,1,1,3,1,3,1,0,0,0
65739,Female,Yes,50,Business,936,2,2,2,2,5,4,5,2,2,2,2,3,2,5,0,0,1
116998,Female,Yes,45,Business,451,5,5,5,5,2,5,5,3,3,3,3,5,3,5,0,0,1
117536,Male,Yes,58,Business,347,1,5,1,1,2,4,4,4,4,4,4,4,4,5,7,0,1
59208,Male,Yes,31,Business,1440,4,4,4,4,4,4,4,4,2,5,2,5,3,4,0,0,1
67623,Female,Yes,46,Business,1235,5,5,5,5,3,4,5,3,3,3,3,5,3,4,0,0,1
52718,Female,Yes,14,Business,406,2,5,2,1,3,2,5,3,3,4,5,5,4,3,0,0,0
128192,Male,Yes,53,Eco Plus,1972,5,1,5,3,1,1,1,1,2,1,1,1,3,1,3,0,1
115047,Male,Yes,46,Business,2492,4,4,4,4,5,4,5,2,2,2,2,3,2,4,0,0,1
115044,Male,Yes,25,Business,372,4,4,4,4,4,4,4,4,1,5,3,3,4,4,11,4,0
87436,Female,Yes,57,Business,3953,5,5,5,5,4,4,4,4,4,4,4,4,4,4,30,28,1
75257,Female,Yes,68,Eco,1726,3,4,3,4,3,5,4,3,3,3,2,3,3,5,51,21,0
21695,Male,Yes,7,Eco,746,1,4,1,1,5,1,5,5,4,4,5,3,5,5,0,0,0
57797,Male,Yes,41,Business,2539,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,0,1
26977,Female,Yes,29,Eco,867,5,2,2,2,5,5,5,5,1,4,5,1,5,5,0,0,1
118141,Female,Yes,59,Business,1444,1,1,1,1,4,5,5,3,3,4,3,3,3,4,15,24,1
82099,Male,Yes,48,Eco,1276,2,5,2,3,5,2,5,5,4,3,5,4,5,5,26,20,0
16613,Female,Yes,40,Business,2938,3,2,2,2,4,2,3,3,3,3,3,1,3,2,24,12,0
111802,Male,No,37,Business,349,4,4,4,3,3,4,3,3,1,1,2,4,2,3,108,105,0
9641,Female,No,32,Business,284,2,2,2,4,1,2,1,1,5,5,4,3,5,1,0,10,0
116542,Female,Yes,60,Eco,337,1,5,1,4,4,3,5,3,3,1,3,4,3,1,0,0,0
49830,Male,Yes,37,Eco,110,1,3,3,3,1,1,1,1,1,1,3,2,3,1,0,0,0
21803,Female,No,21,Eco,341,3,4,3,2,4,3,4,4,2,5,4,3,2,4,0,0,0
25811,Male,Yes,40,Business,1747,5,5,5,5,2,4,3,5,5,5,5,5,5,3,0,5,1
61322,Female,Yes,27,Eco Plus,967,3,4,4,4,3,3,3,3,1,4,4,4,4,3,46,21,0
20241,Female,No,37,Eco,228,3,2,3,4,3,4,3,1,5,3,4,3,2,3,153,147,0
100765,Male,Yes,38,Business,1504,1,1,1,1,3,4,4,4,4,4,4,5,4,4,22,3,1
8408,Female,No,54,Business,862,2,2,2,3,3,2,3,3,3,5,4,3,4,3,84,103,0
57938,Male,Yes,45,Business,837,4,4,5,4,4,4,4,5,5,4,5,4,4,4,233,229,1
53448,Male,Yes,20,Business,2253,2,3,3,3,2,2,2,2,2,1,3,2,3,2,0,2,0
111864,Male,No,17,Eco,628,3,5,3,4,4,3,4,4,3,3,4,5,4,4,39,17,0
91268,Male,Yes,66,Eco,406,2,4,4,3,3,4,4,3,3,2,4,5,5,3,0,0,0
115523,Female,No,25,Business,333,1,0,2,3,2,2,2,2,5,4,5,5,4,2,0,0,0
49110,Female,No,27,Eco,109,3,0,3,2,5,3,5,5,2,3,5,5,1,5,0,0,0
104464,Female,No,22,Business,1015,5,3,5,3,3,5,3,3,1,3,5,4,4,3,0,0,1
42297,Female,Yes,33,Eco,451,4,3,4,3,5,4,5,5,4,2,3,4,3,5,0,0,1
107713,Female,Yes,55,Business,2690,1,1,1,1,4,5,5,5,5,5,5,3,5,3,8,2,1
28740,Female,No,28,Eco,1024,1,0,0,1,1,0,1,1,3,5,2,2,4,1,0,0,0
89828,Female,Yes,61,Eco Plus,950,3,0,3,2,4,5,4,3,3,3,3,3,3,5,0,0,0
67370,Female,Yes,50,Business,592,4,4,2,4,4,4,5,4,4,4,4,3,4,5,0,0,1
98115,Male,Yes,52,Business,472,4,4,4,4,4,5,4,5,5,5,5,4,5,5,48,36,1
15295,Female,Yes,56,Eco Plus,500,3,4,3,3,3,5,4,3,3,3,3,5,3,4,0,0,0
116746,Male,Yes,13,Eco Plus,373,2,2,2,4,3,2,5,3,4,1,3,1,3,3,0,0,0
40245,Female,No,20,Eco,531,2,0,2,2,2,2,1,2,3,1,3,2,4,2,0,0,0
88232,Female,Yes,69,Business,581,2,5,5,5,4,4,4,2,2,2,2,1,2,1,4,4,0
97412,Female,Yes,41,Business,3651,3,3,3,3,5,4,5,4,4,4,4,3,4,3,6,1,1
72814,Female,Yes,42,Eco Plus,645,3,5,5,5,1,4,2,3,3,3,3,5,3,1,0,0,1
24044,Female,Yes,47,Eco,562,2,4,2,3,4,5,5,5,5,2,5,5,5,4,7,18,0
94482,Male,Yes,40,Business,2356,0,4,0,4,5,4,5,4,4,4,4,5,4,4,4,0,1
78402,Female,No,59,Business,201,3,3,3,2,4,3,4,4,4,5,4,3,4,4,0,0,0
23158,Male,Yes,8,Eco,300,2,4,2,1,3,2,3,3,5,4,5,4,5,3,0,14,0
93753,Male,Yes,33,Business,368,1,3,3,3,1,1,1,1,4,5,3,2,3,1,94,87,0
67008,Male,Yes,39,Business,1817,5,3,5,5,3,5,4,5,5,5,5,5,5,4,0,0,1
55766,Female,Yes,44,Business,224,3,3,3,3,4,4,5,4,4,4,4,5,4,3,0,0,1
128768,Male,Yes,29,Eco,550,3,2,3,4,2,3,2,2,4,1,4,3,4,2,0,0,0
59964,Male,Yes,37,Business,3259,3,2,2,2,3,3,3,4,4,3,4,3,3,3,219,207,0
113956,Male,Yes,25,Business,1750,4,4,4,4,3,3,3,3,4,2,4,4,4,3,0,0,1
40193,Male,Yes,41,Business,1786,4,1,4,4,5,2,2,4,4,4,4,2,4,4,0,0,1
103921,Male,Yes,43,Business,533,2,2,2,2,2,5,4,5,5,4,5,4,5,4,36,27,1
61016,Male,Yes,31,Business,3365,2,2,2,2,4,4,4,3,3,3,5,4,3,4,61,78,1
111686,Male,Yes,33,Business,1796,2,2,5,2,5,4,5,5,3,5,5,5,4,5,31,37,1
116665,Female,Yes,48,Business,3837,0,0,0,4,2,4,5,5,5,5,5,5,5,3,0,0,1
6337,Male,Yes,52,Business,2488,0,5,0,1,4,5,5,5,5,5,5,4,5,5,0,0,1
38101,Female,Yes,35,Business,2838,2,3,3,3,2,3,3,2,2,2,2,3,2,1,0,0,0
94061,Female,Yes,56,Business,1841,4,4,4,4,5,5,4,4,4,4,4,5,4,3,0,0,1
87854,Male,No,60,Eco,214,2,4,0,4,1,0,1,1,3,5,3,4,3,1,0,0,0
72010,Male,Yes,39,Eco Plus,1440,2,5,2,3,2,3,2,3,5,4,4,2,5,2,296,301,0
68124,Female,Yes,22,Eco,813,4,4,4,4,4,4,4,4,5,3,2,5,1,4,15,12,0
68418,Female,Yes,53,Eco,1045,3,5,3,3,4,5,5,3,3,3,3,3,3,3,0,0,0
38,Female,Yes,51,Business,215,4,4,4,4,3,4,5,5,5,4,5,4,5,3,0,0,1
25652,Female,Yes,68,Eco,526,2,1,2,2,5,2,1,5,5,2,5,2,5,2,1,1,0
76138,Female,Yes,59,Business,2193,3,3,3,3,5,4,4,2,2,2,2,3,2,3,0,0,1
9102,Female,No,24,Business,707,4,0,4,2,2,4,2,2,5,4,4,5,5,2,74,73,1
3583,Male,Yes,43,Business,3337,4,4,4,4,4,5,5,5,5,5,5,4,5,4,35,38,1
46165,Male,Yes,46,Eco,604,2,2,2,4,2,2,2,2,2,3,4,4,3,2,46,36,0
11754,Male,Yes,67,Eco,395,2,2,2,2,2,2,2,2,4,1,3,4,4,2,0,0,0
112057,Female,Yes,54,Business,1754,4,4,4,4,4,4,5,5,5,5,5,3,5,3,18,0,1
69823,Male,Yes,50,Business,3562,4,4,4,4,2,4,5,5,5,5,5,5,5,3,45,26,1
90371,Female,Yes,51,Business,270,2,4,4,4,1,4,4,2,2,2,2,3,2,4,0,0,0
8240,Male,Yes,20,Eco,125,1,2,1,3,5,1,5,5,4,1,2,4,2,5,0,0,0
50355,Female,No,24,Eco,86,5,0,5,4,3,5,4,3,4,2,5,3,3,3,0,0,1
68735,Female,Yes,57,Business,585,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,0,1
15018,Male,Yes,29,Eco,557,1,1,1,4,1,1,1,1,4,4,3,4,3,1,0,2,0
36378,Male,No,16,Eco,200,3,0,2,4,1,2,1,1,5,1,2,1,2,1,0,0,0
57086,Female,Yes,43,Business,1222,2,4,2,2,2,2,3,4,4,2,4,4,4,3,7,0,0
114382,Male,Yes,55,Eco Plus,967,2,5,2,4,4,2,4,4,5,4,4,5,5,4,35,24,0
1300,Male,Yes,20,Eco,247,3,4,0,2,3,0,3,3,5,4,4,3,4,3,0,0,0
1747,Female,Yes,57,Eco,364,1,5,1,3,4,4,4,2,2,1,2,5,2,4,0,0,0
22630,Male,Yes,51,Eco,223,3,5,3,1,3,3,3,3,5,3,4,5,4,3,1,0,0
66906,Male,Yes,39,Business,1119,4,5,4,4,2,4,5,2,2,4,2,3,2,3,86,88,0
102084,Female,Yes,57,Business,397,4,4,4,4,4,4,4,4,3,5,4,4,3,4,151,152,1
42010,Male,Yes,22,Business,241,1,1,1,1,5,5,5,5,5,1,4,3,4,5,0,0,1
123662,Male,Yes,29,Eco,214,1,2,4,4,1,1,1,1,3,3,4,2,4,1,0,11,0
60216,Male,Yes,49,Business,1506,4,4,2,4,4,4,5,4,4,4,4,4,4,4,0,0,1
81744,Female,Yes,22,Business,3074,1,5,5,5,1,2,1,1,3,2,3,2,3,1,2,0,0
105641,Female,No,39,Business,925,2,3,3,3,1,3,1,1,5,3,4,3,4,1,14,12,1
82198,Female,Yes,44,Eco,1927,4,5,4,3,4,4,5,2,2,4,2,5,2,3,0,0,1
99801,Female,Yes,48,Business,232,3,3,3,3,3,1,2,4,4,4,4,4,4,1,0,0,1
113098,Female,Yes,42,Eco,569,3,4,3,4,4,4,3,3,3,3,2,4,3,1,9,0,0
38488,Female,No,27,Business,2446,2,2,2,4,3,2,3,3,1,5,3,2,3,3,0,0,0
118723,Female,Yes,70,Eco,368,2,4,2,4,3,2,3,4,4,2,2,2,4,4,19,21,0
38772,Female,Yes,51,Eco,354,4,1,1,1,2,1,5,4,4,4,4,2,4,4,9,7,1
64705,Female,Yes,54,Business,2974,3,3,3,3,5,4,4,5,5,5,5,5,5,3,0,0,1
71055,Female,Yes,35,Business,3506,4,4,4,4,5,4,4,4,4,4,4,1,4,4,13,13,0
106391,Male,No,34,Eco,488,3,3,3,3,3,3,3,3,1,1,3,1,3,3,17,6,0
76205,Male,Yes,37,Eco,2422,1,4,1,4,2,1,2,2,4,2,3,4,5,2,0,0,0
98712,Female,Yes,31,Business,993,5,5,5,5,4,4,4,4,5,5,4,3,4,4,0,3,1
8298,Male,Yes,44,Business,2408,2,5,2,2,5,4,4,5,5,5,5,4,5,5,0,2,1
109322,Male,Yes,39,Eco,1072,1,5,2,3,3,2,3,3,3,4,4,3,5,3,24,25,0
53425,Female,Yes,55,Business,2419,5,5,5,5,1,5,5,3,3,4,3,1,3,4,4,1,1
1022,Male,No,23,Eco,158,2,4,2,3,2,2,2,2,2,4,4,4,4,2,93,102,0
89193,Male,Yes,31,Eco,1892,2,2,1,3,5,1,5,5,1,5,2,2,3,5,35,36,0
11153,Female,Yes,32,Eco,429,1,1,1,2,5,1,5,5,2,5,1,1,1,5,0,0,0
121,Female,Yes,38,Eco,562,2,1,2,2,5,2,4,5,3,3,2,1,3,5,0,6,0
124899,Male,No,44,Business,728,5,5,5,1,5,2,2,5,3,5,4,2,4,2,194,183,1
128978,Male,Yes,49,Eco,414,2,5,2,2,1,2,1,1,5,2,3,1,2,1,0,0,0
95222,Male,Yes,32,Eco,192,0,5,0,3,2,0,5,2,4,2,5,3,4,2,0,0,1
116303,Female,Yes,20,Eco,447,1,4,1,3,2,1,2,2,5,2,4,5,5,2,0,0,0
124056,Female,Yes,28,Business,2153,3,3,3,3,4,4,4,4,3,4,3,5,4,4,14,0,1
108991,Male,Yes,53,Business,849,2,2,2,2,5,4,4,5,5,5,5,4,5,4,16,19,1
77954,Female,Yes,42,Business,332,3,3,5,3,2,5,5,5,5,5,5,3,5,3,0,0,1
122058,Female,Yes,23,Eco,130,2,1,1,1,2,2,2,2,3,1,3,1,3,2,8,26,0
94900,Female,Yes,38,Eco,239,2,2,3,2,2,2,2,2,3,1,2,5,4,2,1,0,1
65106,Female,Yes,56,Eco,469,3,4,3,2,3,5,5,5,5,3,5,5,5,3,0,0,0
23168,Female,Yes,52,Eco,646,1,5,1,3,4,3,1,3,3,1,4,1,3,1,0,0,0
121651,Female,Yes,26,Business,328,3,3,3,3,2,3,1,2,3,5,2,3,4,2,0,0,0
2077,Female,No,34,Eco,812,4,4,4,4,1,4,1,1,1,4,4,4,4,1,7,11,0
21380,Male,No,43,Eco,154,1,5,1,1,5,1,5,5,4,2,5,1,4,5,106,103,0
101163,Male,Yes,24,Business,1090,3,5,5,5,3,3,3,3,4,3,4,4,3,3,5,0,0
57181,Female,Yes,12,Eco,2227,4,3,4,3,4,4,2,4,3,4,4,2,4,4,17,2,0
47845,Male,Yes,35,Eco,329,5,2,2,2,5,5,5,5,3,3,5,5,5,5,10,0,1
4042,Female,No,18,Eco,483,4,4,4,4,5,4,3,5,1,4,3,4,4,5,9,16,0
24795,Female,Yes,31,Eco,432,5,5,5,4,2,5,2,2,3,3,5,2,1,2,0,0,1
102926,Female,No,37,Eco,317,1,3,2,4,5,2,5,5,3,3,3,4,4,5,61,61,0
90574,Male,Yes,60,Business,581,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0,1
60758,Male,No,40,Business,628,4,4,4,2,5,4,1,5,3,3,4,3,4,5,0,0,0
92065,Female,Yes,53,Business,1589,2,2,2,2,5,5,4,4,4,4,4,3,4,3,0,2,1
31182,Male,Yes,61,Eco,1620,2,4,1,2,2,1,1,2,4,3,3,5,5,2,1,4,0
102074,Male,Yes,50,Business,2246,5,5,5,5,3,4,5,4,4,4,4,5,4,4,23,16,1
48120,Male,Yes,38,Business,192,0,4,0,1,1,5,1,5,5,5,5,2,5,3,0,0,1
95934,Female,Yes,32,Eco,1504,4,2,4,1,5,4,5,5,1,1,2,1,1,5,17,0,1
38623,Female,No,21,Eco,2588,2,2,2,3,2,2,5,2,2,5,4,1,4,2,0,0,0
72542,Female,No,40,Business,964,2,2,2,4,4,2,4,4,1,4,4,4,3,4,0,0,0
34041,Female,Yes,49,Business,1608,3,3,4,3,4,4,5,4,4,3,4,2,4,5,0,0,1
115435,Female,Yes,60,Eco,446,3,5,5,5,1,4,4,3,3,3,3,4,3,3,0,0,0
17773,Male,No,31,Business,1075,4,4,4,3,1,4,1,1,2,3,3,5,2,1,3,4,0
4581,Male,Yes,51,Business,3598,3,3,3,3,4,5,4,5,5,5,5,5,5,3,84,91,1
21089,Female,Yes,32,Business,2369,2,1,3,3,1,1,2,1,4,3,4,1,4,1,0,0,0
16502,Female,Yes,27,Eco,246,4,2,4,4,3,4,3,3,4,2,4,2,3,3,0,0,0
41226,Male,Yes,15,Eco,1042,2,3,2,4,2,2,3,2,4,1,4,2,4,2,0,0,0
42566,Male,Yes,10,Eco,563,1,3,1,2,5,1,5,5,4,4,2,5,4,5,0,0,0
73049,Male,Yes,52,Business,3448,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,0,1
113964,Female,Yes,55,Business,1750,1,1,1,1,2,4,4,5,5,5,5,4,5,3,0,0,1
127506,Male,Yes,15,Eco,2075,3,4,3,4,5,3,2,5,4,5,4,2,4,5,0,0,0
112814,Male,No,24,Eco,1476,3,3,3,3,2,3,2,2,5,2,4,5,5,2,1,0,0
96631,Female,No,48,Eco,1036,2,2,2,3,3,2,3,3,2,4,4,3,4,3,4,0,0
678,Female,Yes,54,Business,164,5,1,5,5,4,4,4,4,4,4,5,4,4,5,0,0,1
90786,Female,Yes,26,Business,3025,2,3,3,3,2,2,2,2,1,5,4,1,4,2,19,9,0
10776,Female,No,22,Business,140,4,3,4,2,5,4,5,5,1,5,3,2,2,5,0,0,0
40859,Female,Yes,40,Eco,599,2,5,3,5,5,3,1,5,4,3,4,5,2,5,26,18,0
117538,Female,Yes,59,Business,347,5,5,5,5,3,4,5,4,4,4,4,3,4,3,7,6,1
2296,Female,Yes,59,Eco,691,3,2,2,2,2,3,3,3,3,3,3,3,3,4,0,0,0
95602,Female,Yes,57,Eco,822,3,4,1,4,5,3,4,3,3,3,3,4,3,3,0,0,0
108647,Male,Yes,48,Eco,762,4,5,5,2,4,5,4,4,4,4,4,3,5,4,54,34,1
20290,Female,Yes,12,Eco,235,3,5,3,2,2,3,2,2,4,4,4,5,5,2,1,0,0
96086,Female,Yes,34,Eco,583,4,4,4,3,4,4,4,4,4,3,5,5,5,4,6,13,0
102658,Male,Yes,31,Business,255,2,2,2,2,5,5,5,5,3,3,4,3,5,5,7,0,1
42360,Male,Yes,16,Eco,329,4,2,4,3,5,4,5,5,2,4,3,2,4,5,0,0,0
120258,Female,Yes,62,Business,2884,5,5,5,5,5,5,4,5,5,5,5,4,5,4,0,0,1
57226,Female,Yes,62,Eco,1514,3,3,3,3,5,3,3,5,5,3,5,1,5,3,0,0,0
73245,Female,Yes,45,Business,675,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,0,1
112951,Female,Yes,20,Eco,1497,4,4,4,1,3,4,1,3,1,2,5,3,4,3,0,0,1
63310,Male,Yes,44,Business,3519,4,4,3,4,4,5,5,5,5,5,5,5,5,3,0,0,1
101059,Male,No,26,Business,368,3,4,2,2,2,2,1,2,3,5,5,5,5,2,4,0,0
73550,Male,Yes,67,Eco,594,2,5,2,2,1,2,1,1,2,2,2,3,2,1,0,0,0
57179,Male,Yes,23,Eco,2227,2,3,2,4,1,2,2,1,3,3,4,4,4,1,0,0,0
85376,Female,Yes,30,Business,3563,5,5,5,5,4,4,4,4,4,2,4,5,5,4,0,20,1
73432,Male,Yes,45,Eco,1120,4,1,5,3,5,5,5,5,2,1,4,4,3,5,0,0,0
60004,Female,Yes,42,Eco,1023,2,1,2,4,1,4,4,3,3,2,3,1,3,4,0,0,0
20724,Male,Yes,23,Eco,707,3,2,4,3,4,4,4,4,2,1,4,1,4,4,0,0,0
50207,Male,Yes,28,Eco,86,1,3,3,3,1,1,1,1,2,5,4,2,4,1,0,0,0
80025,Female,Yes,47,Eco,1076,2,5,2,1,5,5,4,5,5,2,5,5,5,4,0,0,0
85654,Male,Yes,49,Eco Plus,153,2,4,2,3,5,2,5,5,4,2,5,4,4,5,12,8,0
46686,Male,Yes,20,Eco,125,4,2,4,3,1,4,1,1,1,2,4,4,4,1,53,55,1
44438,Female,Yes,31,Business,3087,2,5,5,5,2,1,2,2,1,2,3,1,4,2,27,44,0
13765,Female,Yes,33,Eco Plus,441,3,5,5,5,3,3,3,3,3,4,4,4,4,3,0,0,0
124835,Female,Yes,62,Eco,280,1,4,1,3,4,4,4,4,4,1,4,4,4,3,0,4,0
107687,Female,No,37,Business,405,3,3,3,4,1,3,1,1,4,3,5,3,4,1,105,129,0
17505,Male,Yes,29,Business,2668,2,2,2,2,3,4,3,3,1,5,4,1,2,3,16,0,1
44667,Male,Yes,48,Business,2397,0,4,0,4,4,3,3,3,3,3,3,5,3,2,7,4,1
57107,Female,Yes,63,Business,1882,1,4,4,4,5,4,3,1,1,1,1,4,1,4,1,0,0
103470,Female,Yes,41,Business,2159,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0,1
73940,Female,Yes,48,Business,2585,3,3,3,3,4,3,3,5,4,5,5,3,3,3,0,0,1
6920,Female,Yes,21,Eco,287,2,2,2,3,5,2,5,5,2,1,4,4,3,5,0,0,0
27425,Female,No,24,Eco,1050,1,1,1,3,5,1,5,5,1,2,1,2,2,5,13,3,0
122367,Female,Yes,48,Business,529,3,2,2,2,1,3,3,3,3,3,3,2,3,4,7,0,0
90312,Male,Yes,44,Business,2139,4,4,4,4,4,5,5,4,4,4,4,3,4,4,0,0,1
26040,Female,No,45,Eco,432,3,0,3,4,2,3,2,2,1,1,5,3,1,2,95,82,0
58622,Male,Yes,47,Eco Plus,137,1,2,2,2,1,1,1,1,3,3,3,2,3,1,55,43,0
15059,Female,Yes,29,Eco,488,2,4,2,3,1,2,1,1,3,3,2,1,4,1,28,42,0
95685,Male,Yes,48,Business,181,2,4,2,1,5,2,1,1,1,2,4,2,1,3,0,0,0
128,Male,Yes,65,Eco,562,2,1,2,4,4,2,4,4,1,1,4,1,3,4,7,15,0
39321,Male,Yes,31,Eco,212,2,1,2,1,5,2,1,5,3,5,2,1,2,5,0,0,0
71796,Female,Yes,44,Eco,1723,3,3,3,3,3,1,3,3,3,3,3,3,3,2,6,4,0
46608,Female,No,43,Eco,125,2,0,2,1,3,2,3,3,4,5,4,4,3,3,0,0,0
82789,Male,Yes,60,Eco,231,2,4,2,4,3,2,3,3,3,4,3,2,3,3,23,11,0
10921,Male,Yes,52,Business,1868,2,2,2,2,3,4,5,3,3,4,5,5,3,4,16,5,1
60528,Male,Yes,39,Eco,985,4,5,4,2,5,4,2,5,5,3,5,3,4,5,0,0,0
14641,Female,No,20,Eco,948,5,5,5,2,5,5,5,5,2,3,1,2,1,5,0,0,1
39523,Female,Yes,60,Eco,852,2,4,2,1,3,5,4,3,3,2,3,4,3,4,124,111,0
53783,Male,Yes,70,Business,140,1,3,3,3,2,2,2,4,4,4,1,1,4,3,0,0,0
125866,Female,Yes,45,Business,3324,5,1,5,5,5,4,4,4,4,4,4,5,4,4,0,0,1
55925,Female,Yes,58,Eco,473,2,2,2,4,5,4,4,1,1,2,1,1,1,2,2,0,0
57199,Male,Yes,49,Business,1514,4,4,4,4,4,5,5,5,5,5,5,5,5,4,0,0,1
40592,Male,No,37,Eco,117,3,1,3,4,5,3,5,5,4,2,3,2,3,5,0,0,0
42468,Female,Yes,34,Business,395,2,4,2,2,5,4,4,3,3,2,3,3,3,3,0,0,0
55334,Male,Yes,68,Eco,1117,4,4,4,4,4,4,5,4,3,2,5,5,5,4,12,26,0
85438,Male,Yes,53,Business,3005,2,2,2,2,3,4,5,5,5,4,4,3,5,3,0,0,1
79532,Male,No,23,Business,762,4,0,4,2,3,4,3,3,5,3,5,3,4,3,10,6,1
1308,Female,No,33,Business,89,1,1,1,4,2,1,2,2,4,5,5,4,5,2,0,0,0
59003,Male,Yes,41,Business,1846,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,17,1
36972,Male,Yes,29,Business,2076,3,2,3,3,4,4,4,3,4,5,5,4,5,4,131,119,1
19603,Male,Yes,65,Eco Plus,173,3,2,3,3,4,3,4,4,4,5,4,2,4,4,0,0,0
16123,Female,Yes,60,Business,1531,2,5,5,5,2,2,2,1,3,4,4,2,4,2,140,133,0
18112,Female,Yes,39,Business,1925,4,4,4,4,5,2,5,4,4,4,4,2,4,2,0,0,1
16871,Male,No,36,Eco,746,2,2,2,1,1,2,1,1,4,4,5,2,3,1,0,21,0
16122,Female,Yes,58,Eco,725,3,1,1,1,3,4,3,3,3,3,3,3,3,4,0,0,0
72510,Male,Yes,58,Business,1743,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,0,1
26547,Female,Yes,53,Eco,990,3,5,3,3,3,5,4,5,5,3,2,3,5,5,0,0,0
98799,Male,No,54,Business,1111,3,3,3,5,4,3,4,4,5,2,5,3,5,4,31,22,0
23350,Female,No,34,Eco Plus,456,2,1,1,3,4,1,4,4,2,1,1,2,3,4,20,1,0
75756,Male,Yes,23,Eco,868,0,3,0,2,5,0,5,5,1,3,5,5,5,5,0,2,1
20138,Male,Yes,39,Eco Plus,466,2,4,4,4,2,2,2,2,3,3,4,4,3,2,32,34,0
112899,Female,Yes,45,Eco,715,3,3,3,3,5,2,3,3,3,3,3,4,3,3,33,28,0
9133,Female,Yes,30,Business,3267,3,3,3,3,4,4,4,4,3,4,4,4,3,4,327,326,1
69674,Male,Yes,9,Eco,569,3,4,3,5,3,3,3,3,5,5,4,3,5,3,3,0,0
120454,Female,Yes,53,Eco,366,2,4,2,2,3,5,5,2,2,2,2,1,2,5,83,83,0
128689,Male,Yes,36,Eco,2442,2,5,2,1,2,1,3,4,5,5,5,3,3,3,13,8,0
26548,Male,Yes,14,Eco,1105,1,1,1,3,3,1,3,3,1,1,3,1,2,3,16,51,0
111256,Female,Yes,24,Eco,1972,3,0,3,3,3,3,2,3,5,5,5,3,5,3,40,57,0
96857,Female,No,14,Eco,781,3,3,3,4,3,3,4,3,4,3,3,3,3,3,0,11,0
9560,Female,Yes,64,Eco,229,2,5,5,5,3,3,4,2,2,2,2,1,2,2,0,0,0
29039,Male,Yes,38,Eco,987,2,4,2,1,4,2,4,4,2,3,3,2,1,4,0,0,0
39916,Male,Yes,28,Business,1087,1,1,3,1,5,5,5,5,3,2,4,5,5,5,0,0,1
102143,Male,Yes,46,Business,3034,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0,1
38655,Female,Yes,54,Eco,2588,5,3,3,3,3,4,3,5,5,5,5,2,5,1,0,14,1
41464,Female,Yes,54,Business,2739,1,1,1,1,3,2,5,5,5,5,5,3,5,2,0,8,1
122947,Male,Yes,60,Business,3492,2,3,2,2,4,4,5,4,4,5,4,3,4,3,68,76,1
7543,Male,Yes,66,Eco,762,2,3,2,4,1,2,1,1,3,5,4,2,3,1,54,24,0
9204,Male,Yes,53,Business,3481,0,4,1,5,2,4,5,4,4,4,4,4,4,4,0,0,1
113996,Male,Yes,59,Business,2427,4,5,5,5,3,4,4,4,4,4,4,3,4,1,15,15,0
27003,Female,Yes,60,Business,867,3,3,3,3,2,5,4,4,4,4,4,2,4,5,0,0,1
92021,Female,No,19,Business,1589,0,4,0,3,3,0,2,3,4,4,5,5,5,3,22,7,1
